"File_Name","File_Path","Relative_Path","URL","Artist","Title","Album","Genre","Year","Decade","Duration_Seconds","Duration_Minutes","Duration_Display","Estimated_BPM","File_Size_MB","BPM_Category","Energy_Level","Duration_Category","Folder_Structure","Track_ID","Is_Favorite","Play_Count","Last_Played","Rating","Tags","Notes","Server_Required","Server_URL"
"05 Kick Up the Volume.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/05%20Kick%20Up%20the%20Volume.mp3","Frantic- Future Sound of Hard Dance Disc 1\05 Kick Up the Volume.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/05%20Kick%20Up%20the%20Volume.mp3","Frantic- Future Sound of Hard Dance Disc 1","05 Kick Up the Volume","Unknown Album","Electronic","","Unknown","233","3.9","3:53","132","6.38","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","366","False","0","","0","","","True","http://localhost:8000"
"06 In Effect.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/06%20In%20Effect.mp3","Frantic- Future Sound of Hard Dance Disc 1\06 In Effect.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/06%20In%20Effect.mp3","Frantic- Future Sound of Hard Dance Disc 1","06 In Effect","Unknown Album","Electronic","","Unknown","245","4.1","4:05","131","6.38","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","367","False","0","","0","","","True","http://localhost:8000"
"07 9 Is A Classic (Mark Kavanagh Mix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/07%209%20Is%20A%20Classic%20(Mark%20Kavanagh%20Mix).mp3","Frantic- Future Sound of Hard Dance Disc 1\07 9 Is A Classic (Mark Kavanagh Mix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/07%209%20Is%20A%20Classic%20(Mark%20Kavanagh%20Mix).mp3","Frantic- Future Sound of Hard Dance Disc 1","07 9 Is A Classic (Mark Kavanagh Mix)","Unknown Album","Electronic","","Unknown","295","4.9","4:55","123","7.7","Upbeat (100-129)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","368","False","0","","0","","","True","http://localhost:8000"
"08 The Beginning (BK's The End Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/08%20The%20Beginning%20(BK's%20The%20End%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1\08 The Beginning (BK's The End Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/08%20The%20Beginning%20(BK's%20The%20End%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1","08 The Beginning (BK's The End Remix)","Unknown Album","Electronic","","Unknown","301","5","5:01","129","7.97","Upbeat (100-129)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 1","370","False","0","","0","","","True","http://localhost:8000"
"09 Circular Saw.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/09%20Circular%20Saw.mp3","Frantic- Future Sound of Hard Dance Disc 1\09 Circular Saw.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/09%20Circular%20Saw.mp3","Frantic- Future Sound of Hard Dance Disc 1","09 Circular Saw","Unknown Album","Electronic","","Unknown","231","3.8","3:51","135","6.05","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","372","False","0","","0","","","True","http://localhost:8000"
"10 Out There.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/10%20Out%20There.mp3","Frantic- Future Sound of Hard Dance Disc 1\10 Out There.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/10%20Out%20There.mp3","Frantic- Future Sound of Hard Dance Disc 1","10 Out There","Unknown Album","Electronic","","Unknown","281","4.7","4:41","137","6.9","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","373","False","0","","0","","","True","http://localhost:8000"
"11 Another Jam (BK's Riot! Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/11%20Another%20Jam%20(BK's%20Riot!%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1\11 Another Jam (BK's Riot! Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/11%20Another%20Jam%20(BK's%20Riot!%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1","11 Another Jam (BK's Riot! Remix)","Unknown Album","Electronic","","Unknown","332","5.5","5:32","138","8.8","Fast (130-159)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 1","374","False","0","","0","","","True","http://localhost:8000"
"12 Keep Your Love (Paul Glazby Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/12%20Keep%20Your%20Love%20(Paul%20Glazby%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1\12 Keep Your Love (Paul Glazby Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/12%20Keep%20Your%20Love%20(Paul%20Glazby%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1","12 Keep Your Love (Paul Glazby Remix)","Unknown Album","Electronic","","Unknown","252","4.2","4:12","137","6.02","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","376","False","0","","0","","","True","http://localhost:8000"
"13 Can't Wait.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/13%20Can't%20Wait.mp3","Frantic- Future Sound of Hard Dance Disc 1\13 Can't Wait.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/13%20Can't%20Wait.mp3","Frantic- Future Sound of Hard Dance Disc 1","13 Can't Wait","Unknown Album","Electronic","","Unknown","227","3.8","3:47","124","5.78","Upbeat (100-129)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","378","False","0","","0","","","True","http://localhost:8000"
"14 So Wot-.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/14%20So%20Wot-.mp3","Frantic- Future Sound of Hard Dance Disc 1\14 So Wot-.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/14%20So%20Wot-.mp3","Frantic- Future Sound of Hard Dance Disc 1","14 So Wot-","Unknown Album","Electronic","","Unknown","328","5.5","5:28","135","8.01","Fast (130-159)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 1","379","False","0","","0","","","True","http://localhost:8000"
"15 Erection.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/15%20Erection.mp3","Frantic- Future Sound of Hard Dance Disc 1\15 Erection.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/15%20Erection.mp3","Frantic- Future Sound of Hard Dance Disc 1","15 Erection","Unknown Album","Electronic","","Unknown","327","5.4","5:27","130","8.75","Fast (130-159)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 1","380","False","0","","0","","","True","http://localhost:8000"
"16 Rock the Beat.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/16%20Rock%20the%20Beat.mp3","Frantic- Future Sound of Hard Dance Disc 1\16 Rock the Beat.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/16%20Rock%20the%20Beat.mp3","Frantic- Future Sound of Hard Dance Disc 1","16 Rock the Beat","Unknown Album","Electronic","","Unknown","239","4","3:59","137","5.99","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 1","381","False","0","","0","","","True","http://localhost:8000"
"17 Injected With A Poison (BK & Nick Sentience Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/17%20Injected%20With%20A%20Poison%20(BK%20&%20Nick%20Sentience%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1\17 Injected With A Poison (BK & Nick Sentience Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%201/17%20Injected%20With%20A%20Poison%20(BK%20&%20Nick%20Sentience%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 1","17 Injected With A Poison (BK & Nick Sentience Remix)","Unknown Album","Electronic","","Unknown","321","5.4","5:21","136","7.45","Fast (130-159)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 1","382","False","0","","0","","","True","http://localhost:8000"
"01 First Strike.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/01%20First%20Strike.mp3","Frantic- Future Sound of Hard Dance Disc 2\01 First Strike.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/01%20First%20Strike.mp3","Frantic- Future Sound of Hard Dance Disc 2","01 First Strike","Unknown Album","Electronic","","Unknown","298","5","4:58","131","7.18","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","384","False","0","","0","","","True","http://localhost:8000"
"02 1998 (Paul Van Dyk Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/02%201998%20(Paul%20Van%20Dyk%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 2\02 1998 (Paul Van Dyk Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/02%201998%20(Paul%20Van%20Dyk%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 2","02 1998 (Paul Van Dyk Remix)","Unknown Album","Electronic","1998","1990s","323","5.4","5:23","127","8.63","Upbeat (100-129)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 2","385","False","0","","0","","","True","http://localhost:8000"
"03 I Feel Love (DJ JamX & De Leon Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/03%20I%20Feel%20Love%20(DJ%20JamX%20&%20De%20Leon%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 2\03 I Feel Love (DJ JamX & De Leon Remix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/03%20I%20Feel%20Love%20(DJ%20JamX%20&%20De%20Leon%20Remix).mp3","Frantic- Future Sound of Hard Dance Disc 2","03 I Feel Love (DJ JamX & De Leon Remix)","Unknown Album","Electronic","","Unknown","129","2.2","2:09","128","3.35","Upbeat (100-129)","High","Short (Under 3 min)","Frantic- Future Sound of Hard Dance Disc 2","387","False","0","","0","","","True","http://localhost:8000"
"04 Generator (Original Mix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/04%20Generator%20(Original%20Mix).mp3","Frantic- Future Sound of Hard Dance Disc 2\04 Generator (Original Mix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/04%20Generator%20(Original%20Mix).mp3","Frantic- Future Sound of Hard Dance Disc 2","04 Generator (Original Mix)","Unknown Album","Electronic","","Unknown","246","4.1","4:06","133","6.5","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","389","False","0","","0","","","True","http://localhost:8000"
"05 Trust Me.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/05%20Trust%20Me.mp3","Frantic- Future Sound of Hard Dance Disc 2\05 Trust Me.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/05%20Trust%20Me.mp3","Frantic- Future Sound of Hard Dance Disc 2","05 Trust Me","Unknown Album","Electronic","","Unknown","220","3.7","3:40","130","5.83","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","391","False","0","","0","","","True","http://localhost:8000"
"06 Discotech.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/06%20Discotech.mp3","Frantic- Future Sound of Hard Dance Disc 2\06 Discotech.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/06%20Discotech.mp3","Frantic- Future Sound of Hard Dance Disc 2","06 Discotech","Unknown Album","Electronic","","Unknown","232","3.9","3:52","137","6.03","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","392","False","0","","0","","","True","http://localhost:8000"
"08 (Instru) Mental.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/08%20(Instru)%20Mental.mp3","Frantic- Future Sound of Hard Dance Disc 2\08 (Instru) Mental.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/08%20(Instru)%20Mental.mp3","Frantic- Future Sound of Hard Dance Disc 2","08 (Instru) Mental","Unknown Album","Electronic","","Unknown","308","5.1","5:08","130","8.46","Fast (130-159)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 2","394","False","0","","0","","","True","http://localhost:8000"
"08 (instru)Mental.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/08%20(instru)Mental.mp3","Frantic- Future Sound of Hard Dance Disc 2\08 (instru)Mental.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/08%20(instru)Mental.mp3","Frantic- Future Sound of Hard Dance Disc 2","08 (instru)Mental","Unknown Album","Electronic","","Unknown","308","5.1","5:08","127","8.46","Upbeat (100-129)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 2","395","False","0","","0","","","True","http://localhost:8000"
"09 Baby Wants to Ride.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/09%20Baby%20Wants%20to%20Ride.mp3","Frantic- Future Sound of Hard Dance Disc 2\09 Baby Wants to Ride.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/09%20Baby%20Wants%20to%20Ride.mp3","Frantic- Future Sound of Hard Dance Disc 2","09 Baby Wants to Ride","Unknown Album","Electronic","","Unknown","321","5.4","5:21","133","8.21","Fast (130-159)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 2","396","False","0","","0","","","True","http://localhost:8000"
"10 Don't Hold the Music Back.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/10%20Don't%20Hold%20the%20Music%20Back.mp3","Frantic- Future Sound of Hard Dance Disc 2\10 Don't Hold the Music Back.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/10%20Don't%20Hold%20the%20Music%20Back.mp3","Frantic- Future Sound of Hard Dance Disc 2","10 Don't Hold the Music Back","Unknown Album","Electronic","","Unknown","220","3.7","3:40","133","5.94","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","397","False","0","","0","","","True","http://localhost:8000"
"10 Dont' Hold the Music Back.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/10%20Dont'%20Hold%20the%20Music%20Back.mp3","Frantic- Future Sound of Hard Dance Disc 2\10 Dont' Hold the Music Back.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/10%20Dont'%20Hold%20the%20Music%20Back.mp3","Frantic- Future Sound of Hard Dance Disc 2","10 Dont' Hold the Music Back","Unknown Album","Electronic","","Unknown","220","3.7","3:40","136","5.94","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","398","False","0","","0","","","True","http://localhost:8000"
"11 Red Snapper.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/11%20Red%20Snapper.mp3","Frantic- Future Sound of Hard Dance Disc 2\11 Red Snapper.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/11%20Red%20Snapper.mp3","Frantic- Future Sound of Hard Dance Disc 2","11 Red Snapper","Unknown Album","Electronic","","Unknown","289","4.8","4:49","137","8.29","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","399","False","0","","0","","","True","http://localhost:8000"
"11 Red Snapperdoggett, Mark.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/11%20Red%20Snapperdoggett,%20Mark.mp3","Frantic- Future Sound of Hard Dance Disc 2\11 Red Snapperdoggett, Mark.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/11%20Red%20Snapperdoggett,%20Mark.mp3","Frantic- Future Sound of Hard Dance Disc 2","11 Red Snapperdoggett, Mark","Unknown Album","Electronic","","Unknown","289","4.8","4:49","127","8.29","Upbeat (100-129)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","400","False","0","","0","","","True","http://localhost:8000"
"12 Deliverance.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/12%20Deliverance.mp3","Frantic- Future Sound of Hard Dance Disc 2\12 Deliverance.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/12%20Deliverance.mp3","Frantic- Future Sound of Hard Dance Disc 2","12 Deliverance","Unknown Album","Electronic","","Unknown","230","3.8","3:50","134","6.74","Fast (130-159)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","401","False","0","","0","","","True","http://localhost:8000"
"13 Atomic Drop.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/13%20Atomic%20Drop.mp3","Frantic- Future Sound of Hard Dance Disc 2\13 Atomic Drop.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/13%20Atomic%20Drop.mp3","Frantic- Future Sound of Hard Dance Disc 2","13 Atomic Drop","Unknown Album","Electronic","","Unknown","217","3.6","3:37","127","5.93","Upbeat (100-129)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","402","False","0","","0","","","True","http://localhost:8000"
"14 itch Hiker & Dumont Mix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/14%20itch%20Hiker%20&%20Dumont%20Mix).mp3","Frantic- Future Sound of Hard Dance Disc 2\14 itch Hiker & Dumont Mix).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/14%20itch%20Hiker%20&%20Dumont%20Mix).mp3","Frantic- Future Sound of Hard Dance Disc 2","14 itch Hiker & Dumont Mix)","Unknown Album","Electronic","","Unknown","171","2.8","2:51","128","4.85","Upbeat (100-129)","High","Short (Under 3 min)","Frantic- Future Sound of Hard Dance Disc 2","404","False","0","","0","","","True","http://localhost:8000"
"15 See No Evil.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/15%20See%20No%20Evil.mp3","Frantic- Future Sound of Hard Dance Disc 2\15 See No Evil.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/15%20See%20No%20Evil.mp3","Frantic- Future Sound of Hard Dance Disc 2","15 See No Evil","Unknown Album","Electronic","","Unknown","318","5.3","5:18","124","8.61","Upbeat (100-129)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 2","406","False","0","","0","","","True","http://localhost:8000"
"16 Rok Da House (Mix One).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/16%20Rok%20Da%20House%20(Mix%20One).mp3","Frantic- Future Sound of Hard Dance Disc 2\16 Rok Da House (Mix One).mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/16%20Rok%20Da%20House%20(Mix%20One).mp3","Frantic- Future Sound of Hard Dance Disc 2","16 Rok Da House (Mix One)","Unknown Album","Electronic","","Unknown","260","4.3","4:20","121","6.61","Upbeat (100-129)","High","Medium (3-5 min)","Frantic- Future Sound of Hard Dance Disc 2","407","False","0","","0","","","True","http://localhost:8000"
"17 Get A Rush.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/17%20Get%20A%20Rush.mp3","Frantic- Future Sound of Hard Dance Disc 2\17 Get A Rush.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/17%20Get%20A%20Rush.mp3","Frantic- Future Sound of Hard Dance Disc 2","17 Get A Rush","Unknown Album","Electronic","","Unknown","176","2.9","2:56","139","4.68","Fast (130-159)","High","Short (Under 3 min)","Frantic- Future Sound of Hard Dance Disc 2","410","False","0","","0","","","True","http://localhost:8000"
"18 Neuro Dancer.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/18%20Neuro%20Dancer.mp3","Frantic- Future Sound of Hard Dance Disc 2\18 Neuro Dancer.mp3","http://localhost:8000/Frantic-%20Future%20Sound%20of%20Hard%20Dance%20Disc%202/18%20Neuro%20Dancer.mp3","Frantic- Future Sound of Hard Dance Disc 2","18 Neuro Dancer","Unknown Album","Electronic","","Unknown","386","6.4","6:26","128","10.15","Upbeat (100-129)","High","Long (Over 5 min)","Frantic- Future Sound of Hard Dance Disc 2","412","False","0","","0","","","True","http://localhost:8000"
"01 Extremis.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/01%20Extremis.mp3","Future- A Journey Through the Electric Underground Disc 1\01 Extremis.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/01%20Extremis.mp3","Future- A Journey Through the Electric Underground Disc 1","01 Extremis","Unknown Album","Unknown","","Unknown","248","4.1","4:08","103","5.59","Upbeat (100-129)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 1","413","False","0","","0","","","True","http://localhost:8000"
"02 Atom Bomb (Atomix 1).mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/02%20Atom%20Bomb%20(Atomix%201).mp3","Future- A Journey Through the Electric Underground Disc 1\02 Atom Bomb (Atomix 1).mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/02%20Atom%20Bomb%20(Atomix%201).mp3","Future- A Journey Through the Electric Underground Disc 1","02 Atom Bomb (Atomix 1)","Unknown Album","Unknown","","Unknown","340","5.7","5:40","113","7.95","Upbeat (100-129)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 1","414","False","0","","0","","","True","http://localhost:8000"
"03 KJZ.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/03%20KJZ.mp3","Future- A Journey Through the Electric Underground Disc 1\03 KJZ.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/03%20KJZ.mp3","Future- A Journey Through the Electric Underground Disc 1","03 KJZ","Unknown Album","Unknown","","Unknown","465","7.8","7:45","91","10.54","Medium (70-99)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 1","416","False","0","","0","","","True","http://localhost:8000"
"04 Smokin' Japanese Babe.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/04%20Smokin'%20Japanese%20Babe.mp3","Future- A Journey Through the Electric Underground Disc 1\04 Smokin' Japanese Babe.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/04%20Smokin'%20Japanese%20Babe.mp3","Future- A Journey Through the Electric Underground Disc 1","04 Smokin' Japanese Babe","Unknown Album","Unknown","","Unknown","277","4.6","4:37","119","5.67","Upbeat (100-129)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 1","418","False","0","","0","","","True","http://localhost:8000"
"05 Karmacoma (Bumper Ball Dub).mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/05%20Karmacoma%20(Bumper%20Ball%20Dub).mp3","Future- A Journey Through the Electric Underground Disc 1\05 Karmacoma (Bumper Ball Dub).mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/05%20Karmacoma%20(Bumper%20Ball%20Dub).mp3","Future- A Journey Through the Electric Underground Disc 1","05 Karmacoma (Bumper Ball Dub)","Unknown Album","Unknown","","Unknown","354","5.9","5:54","109","9.16","Upbeat (100-129)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 1","419","False","0","","0","","","True","http://localhost:8000"
"06 Winter Ceremony (Howie B Left Foot Mix).mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/06%20Winter%20Ceremony%20(Howie%20B%20Left%20Foot%20Mix).mp3","Future- A Journey Through the Electric Underground Disc 1\06 Winter Ceremony (Howie B Left Foot Mix).mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/06%20Winter%20Ceremony%20(Howie%20B%20Left%20Foot%20Mix).mp3","Future- A Journey Through the Electric Underground Disc 1","06 Winter Ceremony (Howie B Left Foot Mix)","Unknown Album","Unknown","","Unknown","567","9.4","9:27","93","12.2","Medium (70-99)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 1","421","False","0","","0","","","True","http://localhost:8000"
"07 Loops of Fury.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/07%20Loops%20of%20Fury.mp3","Future- A Journey Through the Electric Underground Disc 1\07 Loops of Fury.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/07%20Loops%20of%20Fury.mp3","Future- A Journey Through the Electric Underground Disc 1","07 Loops of Fury","Unknown Album","Unknown","","Unknown","279","4.6","4:39","117","6.29","Upbeat (100-129)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 1","423","False","0","","0","","","True","http://localhost:8000"
"08 Snake Hips.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/08%20Snake%20Hips.mp3","Future- A Journey Through the Electric Underground Disc 1\08 Snake Hips.mp3","http://localhost:8000/Future-%20A%20Journey%20Through%20the%20Electric%20Underground%20Disc%201/08%20Snake%20Hips.mp3","Future- A Journey Through the Electric Underground Disc 1","08 Snake Hips","Unknown Album","Hip Hop","","Unknown","345","5.8","5:45","88","7.64","Medium (70-99)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 1","425","False","0","","0","","","True","http://localhost:8000"
